Step,AgentID,Wealth,Steps_not_given
3,123,1,0
3,124,1,0
3,125,0,0
3,126,0,1
3,127,1,1
3,128,3,0
3,129,0,0
3,130,1,0
3,131,1,0
3,132,2,1
3,133,0,1
3,134,1,1
3,135,2,0
3,136,1,0
3,137,1,0
3,138,1,0
3,139,1,1
3,140,2,0
3,141,2,0
3,142,1,0
3,143,1,0
3,144,1,1
3,145,1,1
3,146,1,0
3,147,0,0
3,148,2,0
3,149,2,0
3,150,1,0
3,151,1,0
3,152,1,0
3,153,1,0
3,154,0,1
3,155,0,0
3,156,1,0
3,157,1,0
3,158,1,0
3,159,2,0
3,160,1,0
3,161,1,1
3,162,1,0
3,163,0,1
3,164,0,0
3,165,0,0
3,166,1,0
3,167,2,0
3,168,0,0
3,169,1,0
3,170,1,0
3,171,1,0
3,172,2,0
3,173,3,0
3,174,1,0
3,175,0,1
3,176,0,0
3,177,1,1
3,178,1,2
3,179,0,0
3,180,2,0
3,181,3,0
3,182,2,0
3,183,0,0
3,184,0,0
3,185,0,0
3,186,0,0
3,187,0,0
3,188,0,0
3,189,0,1
3,190,1,0
3,191,2,0
3,192,1,2
3,193,2,0
3,194,0,0
3,195,1,0
3,196,1,0
3,197,1,0
3,198,0,0
3,199,1,0
3,200,0,1
4,1,1,0
4,2,0,2
4,3,3,0
4,4,3,0
4,5,1,0
4,6,1,0
4,7,1,1
4,8,1,0
4,9,1,2
4,10,3,0
4,11,0,1
4,12,1,1
4,13,1,0
4,14,1,0
4,15,0,1
4,16,1,0
4,17,1,0
4,18,1,1
4,19,2,0
4,20,1,1
4,21,1,0
4,22,1,0
4,23,1,0
4,24,1,0
4,25,3,0
4,26,0,0
4,27,2,0
4,28,2,0
4,29,1,0
4,30,1,0
4,31,1,0
4,32,1,0
4,33,1,0
4,34,1,0
4,35,1,0
4,36,1,0
4,37,2,0
4,38,0,1
4,39,0,0
4,40,1,0
4,41,1,0
4,42,2,0
4,43,1,0
4,44,1,0
4,45,1,0
4,46,1,0
4,47,1,0
4,48,2,0
4,49,1,0
4,50,2,0
4,51,1,0
4,52,0,1
4,53,0,0
4,54,1,0
4,55,1,0
4,56,1,1
4,57,1,0
4,58,1,1
4,59,0,0
4,60,0,2
4,61,1,0
4,62,0,1
4,63,2,0
4,64,1,0
4,65,2,0
4,66,2,1
4,67,1,0
4,68,2,0
4,69,1,0
4,70,2,0
4,71,2,0
4,72,1,1
4,73,2,0
4,74,1,0
4,75,1,0
4,76,1,0
4,77,2,0
4,78,0,0
4,79,1,1
4,80,1,1
4,81,1,0
4,82,1,0
4,83,2,0
4,84,4,0
4,85,2,1
4,86,2,0
4,87,1,0
4,88,1,0
4,89,0,0
4,90,1,1
4,91,1,0
4,92,2,0
4,93,1,0
4,94,1,0
4,95,0,0
4,96,0,0
4,97,1,0
4,98,0,1
4,99,1,0
4,100,1,0
4,101,0,0
4,102,0,0
4,103,1,0
4,104,1,0
4,105,1,0
4,106,1,0
4,107,1,0
4,108,1,1
4,109,0,0
4,110,1,0
4,111,0,1
4,112,2,0
4,113,1,2
4,114,0,2
4,115,1,0
4,116,1,0
4,117,1,1
4,118,3,0
4,119,2,0
4,120,1,0
4,121,1,0
4,122,0,0
4,123,2,0
4,124,1,0
4,125,0,1
4,126,0,0
4,127,1,0
4,128,3,0
4,129,0,1
4,130,1,0
4,131,0,0
4,132,2,0
4,133,0,2
4,134,1,0
4,135,1,0
4,136,1,1
4,137,1,0
4,138,1,0
4,139,1,0
4,140,2,1
4,141,2,0
4,142,0,0
4,143,1,0
4,144,0,1
4,145,1,0
4,146,1,1
4,147,0,1
4,148,3,0
4,149,2,0
4,150,0,0
4,151,1,0
4,152,0,0
4,153,0,0
4,154,0,0
4,155,0,0
4,156,1,0
4,157,0,0
4,158,1,1
4,159,1,0
4,160,1,0
4,161,0,1
4,162,1,0
4,163,1,0
4,164,1,0
4,165,0,0
4,166,1,0
4,167,2,0
4,168,0,1
4,169,1,0
4,170,1,1
4,171,2,0
4,172,2,0
4,173,2,0
4,174,1,0
4,175,0,2
4,176,0,0
4,177,1,0
4,178,1,3
4,179,0,0
4,180,2,1
4,181,3,1
4,182,2,1
4,183,0,0
4,184,0,1
4,185,0,1
4,186,0,0
4,187,0,1
4,188,0,0
4,189,0,0
4,190,1,0
4,191,3,0
4,192,1,0
4,193,1,0
4,194,0,0
4,195,1,1
4,196,0,0
4,197,1,1
4,198,1,0
4,199,0,0
4,200,0,0
5,1,0,0
5,2,0,3
5,3,3,0
5,4,2,0
5,5,1,0
5,6,1,0
5,7,1,0
5,8,1,1
5,9,1,0
5,10,2,0
5,11,1,0
5,12,0,1
5,13,0,0
5,14,1,0
5,15,0,2
5,16,1,0
5,17,1,0
5,18,0,1
5,19,2,0
5,20,1,0
5,21,1,0
5,22,1,0
5,23,1,0
5,24,1,0
5,25,3,0
5,26,1,0
5,27,2,0
5,28,2,0
5,29,2,0
5,30,0,0
5,31,0,0
5,32,1,0
5,33,1,0
5,34,0,0
5,35,0,0
5,36,0,0
5,37,1,0
5,38,0,2
5,39,1,0
5,40,1,0
5,41,1,0
5,42,4,0
5,43,1,0
5,44,1,0
5,45,3,0
5,46,1,0
5,47,1,0
5,48,2,0
5,49,1,0
5,50,2,0
5,51,1,0
5,52,1,0
5,53,1,0
5,54,1,1
5,55,2,0
5,56,0,1
5,57,1,0
5,58,1,0
5,59,1,0
5,60,0,3
5,61,2,0
5,62,0,2
5,63,2,0
5,64,2,0
5,65,2,0
5,66,2,0
5,67,0,0
5,68,1,0
5,69,1,0
5,70,1,0
5,71,2,1
5,72,0,1
5,73,3,0
5,74,0,0
5,75,1,0
5,76,2,0
5,77,2,1
5,78,0,0
5,79,1,0
5,80,2,0
5,81,1,1
5,82,1,0
5,83,3,0
5,84,4,0
5,85,2,0
5,86,2,0
5,87,2,0
5,88,1,0
5,89,2,0
5,90,0,1
5,91,1,0
5,92,2,1
5,93,1,1
5,94,1,0
5,95,1,0
5,96,0,1
5,97,1,1
5,98,1,0
5,99,1,0
5,100,1,0
5,101,0,0
5,102,1,0
5,103,1,0
5,104,1,0
5,105,0,0
5,106,1,1
5,107,1,0
5,108,1,0
5,109,0,1
5,110,0,0
5,111,0,0
5,112,2,0
5,113,1,0
5,114,0,0
5,115,1,0
5,116,2,0
5,117,1,0
5,118,3,0
5,119,2,0
5,120,0,0
5,121,1,0
5,122,0,1
5,123,2,0
5,124,0,0
5,125,0,0
5,126,1,0
5,127,0,0
5,128,3,0
5,129,0,2
5,130,1,0
5,131,1,0
5,132,3,0
5,133,0,3
5,134,2,0
5,135,1,1
5,136,1,0
5,137,1,1
5,138,1,0
5,139,0,0
5,140,2,2
5,141,2,0
5,142,1,0
5,143,0,0
5,144,0,2
5,145,1,1
5,146,1,0
5,147,0,0
5,148,2,0
5,149,2,0
5,150,1,0
5,151,1,1
5,152,0,0
5,153,0,0
5,154,0,1
5,155,0,1
5,156,1,1
5,157,0,0
5,158,1,0
5,159,0,0
5,160,2,0
5,161,0,2
5,162,1,0
5,163,0,0
5,164,1,1
5,165,1,0
5,166,0,0
5,167,2,0
5,168,0,2
5,169,1,1
5,170,1,0
5,171,2,0
5,172,1,0
5,173,1,0
5,174,1,0
5,175,0,3
5,176,0,0
5,177,1,1
5,178,1,4
5,179,0,0
5,180,2,2
5,181,2,1
5,182,2,0
5,183,0,0
5,184,0,0
5,185,0,2
5,186,0,1
5,187,0,2
5,188,0,1
5,189,0,1
5,190,1,1
5,191,3,0
5,192,1,0
5,193,1,0
5,194,0,1
5,195,1,2
5,196,0,1
5,197,1,0
5,198,1,0
5,199,0,1
5,200,0,1
6,1,0,1
6,2,1,0
6,3,3,0
6,4,2,0
6,5,2,0
6,6,1,0
6,7,1,1
6,8,1,0
6,9,1,1
6,10,2,0
6,11,1,0
6,12,1,0
6,13,1,0
6,14,1,0
6,15,2,0
6,16,1,0
6,17,1,1
6,18,1,0
6,19,2,0
6,20,0,0
6,21,1,0
6,22,1,0
6,23,1,0
6,24,1,1
6,25,3,0
6,26,0,0
6,27,2,0
6,28,2,0
6,29,1,0
6,30,1,0
6,31,0,1
6,32,1,1
6,33,1,0
6,34,0,1
6,35,1,0
6,36,0,1
6,37,0,0
6,38,0,0
6,39,0,0
6,40,0,0
6,41,1,0
6,42,4,1
6,43,0,0
6,44,0,0
6,45,2,0
6,46,0,0
6,47,1,1
6,48,2,0
6,49,1,1
6,50,1,0
6,51,1,0
6,52,1,0
6,53,1,0
6,54,1,0
6,55,2,0
6,56,1,0
6,57,1,1
6,58,1,0
6,59,1,0
6,60,0,4
6,61,2,0
6,62,1,0
6,63,2,0
6,64,2,0
6,65,3,0
6,66,2,0
6,67,0,0
6,68,0,0
6,69,2,0
6,70,0,0
6,71,2,0
6,72,0,0
6,73,3,0
6,74,1,0
6,75,0,0
6,76,2,0
6,77,2,0
6,78,1,0
6,79,1,0
6,80,2,0
6,81,0,1
6,82,1,0
6,83,3,0
6,84,4,0
6,85,1,0
6,86,2,0
6,87,2,0
6,88,1,1
6,89,2,0
6,90,1,0
6,91,1,1
6,92,2,0
6,93,1,2
6,94,1,0
6,95,1,0
6,96,1,0
6,97,2,0
6,98,1,0
6,99,1,0
6,100,0,0
6,101,1,0
6,102,2,0
6,103,2,0
6,104,1,0
6,105,1,0
6,106,1,0
6,107,1,0
6,108,1,0
6,109,0,2
6,110,0,1
6,111,1,0
6,112,2,0
6,113,1,0
6,114,0,1
6,115,0,0
6,116,1,0
6,117,1,0
6,118,3,0
6,119,2,0
6,120,0,1
6,121,0,0
6,122,1,0
6,123,2,0
6,124,0,0
6,125,0,1
6,126,1,0
6,127,0,1
6,128,3,0
6,129,0,3
6,130,1,0
6,131,2,0
6,132,2,0
6,133,0,4
6,134,2,0
6,135,1,2
6,136,0,0
6,137,1,0
6,138,0,0
6,139,0,0
6,140,1,2
6,141,3,0
6,142,1,0
6,143,0,1
6,144,0,3
6,145,2,0
6,146,1,1
6,147,0,1
6,148,2,0
6,149,2,0
6,150,1,0
6,151,0,1
6,152,0,0
6,153,0,0
6,154,0,2
6,155,0,2
6,156,1,0
6,157,0,0
6,158,1,0
6,159,0,1
6,160,1,0
6,161,0,0
6,162,0,0
6,163,0,1
6,164,1,2
6,165,1,0
6,166,0,1
6,167,2,1
6,168,1,0
6,169,1,0
6,170,1,0
6,171,1,0
6,172,1,0
6,173,1,0
6,174,1,0
6,175,0,0
6,176,0,1
6,177,0,1
6,178,1,0
6,179,0,0
6,180,2,0
6,181,1,1
6,182,2,1
6,183,0,0
6,184,0,0
6,185,0,3
6,186,0,2
6,187,1,0
6,188,0,0
6,189,0,0
6,190,1,0
6,191,4,0
6,192,0,0
6,193,1,0
6,194,0,0
6,195,1,0
6,196,0,0
6,197,1,0
6,198,1,0
6,199,0,2
6,200,1,0
7,1,0,2
7,2,0,0
7,3,4,0
7,4,2,1
7,5,2,0
7,6,1,0
7,7,0,1
7,8,2,0
7,9,0,1
7,10,2,0
7,11,1,0
7,12,1,0
7,13,0,0
7,14,0,0
7,15,2,0
7,16,2,0
7,17,0,1
7,18,1,0
7,19,1,0
7,20,0,1
7,21,1,0
7,22,1,0
7,23,1,0
7,24,1,0
7,25,3,0
7,26,1,0
7,27,1,0
7,28,2,0
7,29,3,0
7,30,1,0
7,31,1,0
7,32,1,0
7,33,0,0
7,34,0,0
7,35,1,0
7,36,0,2
7,37,0,1
7,38,0,1
7,39,1,0
7,40,0,1
7,41,1,0
7,42,4,0
7,43,1,0
7,44,0,1
7,45,2,0
7,46,0,0
7,47,2,0
7,48,1,0
7,49,1,0
7,50,0,0
7,51,1,0
7,52,0,0
7,53,1,0
7,54,0,0
7,55,2,0
7,56,1,0
7,57,1,0
7,58,1,0
7,59,1,0
7,60,1,0
7,61,3,0
7,62,0,0
7,63,2,1
7,64,2,0
7,65,2,0
7,66,1,0
7,67,0,1
7,68,1,0
7,69,2,1
7,70,0,1
7,71,2,0
7,72,0,1
7,73,3,0
7,74,1,0
7,75,0,0
7,76,2,1
7,77,2,0
7,78,1,1
7,79,1,0
7,80,2,0
7,81,0,0
7,82,0,0
7,83,3,0
7,84,3,0
7,85,1,0
7,86,3,0
7,87,1,0
7,88,0,1
7,89,2,1
7,90,1,1
7,91,0,1
7,92,2,0
7,93,1,0
7,94,1,0
7,95,2,0
7,96,1,1
7,97,2,0
7,98,1,0
7,99,0,0
7,100,0,0
7,101,1,0
7,102,2,0
7,103,2,0
7,104,2,0
7,105,1,0
7,106,1,0
7,107,1,0
7,108,1,0
7,109,0,3
7,110,1,0
7,111,1,0
7,112,2,1
7,113,1,1
7,114,1,0
7,115,0,1
7,116,2,0
7,117,0,0
7,118,2,0
7,119,2,0
7,120,0,2
7,121,1,0
7,122,1,0
7,123,2,1
7,124,0,1
7,125,0,0
7,126,1,0
7,127,0,2
7,128,3,1
7,129,0,4
7,130,1,0
7,131,2,0
7,132,3,0
7,133,0,5
7,134,1,0
7,135,1,0
7,136,2,0
7,137,1,0
7,138,0,1
7,139,0,0
7,140,2,0
7,141,3,0
7,142,2,0
7,143,0,2
7,144,0,4
7,145,2,0
7,146,1,0
7,147,0,2
7,148,2,0
7,149,2,0
7,150,1,0
7,151,1,0
7,152,0,0
7,153,0,0
7,154,0,0
7,155,0,3
7,156,0,0
7,157,0,0
7,158,1,0
7,159,1,0
7,160,1,1
7,161,0,0
7,162,1,0
7,163,0,2
7,164,1,0
7,165,1,1
7,166,0,0
7,167,2,0
7,168,2,0
7,169,1,0
7,170,1,0
7,171,1,1
7,172,0,0
7,173,1,0
7,174,0,0
7,175,0,1
7,176,0,0
7,177,1,0
7,178,1,1
7,179,1,0
7,180,2,0
7,181,0,1
7,182,3,0
7,183,0,1
7,184,0,0
7,185,0,4
7,186,0,3
7,187,0,0
7,188,0,0
7,189,0,1
7,190,0,0
7,191,4,0
7,192,0,1
7,193,1,1
7,194,0,1
7,195,1,0
7,196,1,0
7,197,0,0
7,198,0,0
7,199,0,3
7,200,1,0
8,1,2,0
8,2,0,1
8,3,3,0
8,4,1,1
8,5,2,0
8,6,0,0
8,7,1,0
8,8,2,1
8,9,1,0
8,10,1,0
8,11,1,0
8,12,1,0
8,13,2,0
8,14,1,0
8,15,3,0
8,16,2,0
8,17,0,2
8,18,1,1
8,19,2,0
8,20,0,2
8,21,0,0
8,22,1,0
8,23,1,1
8,24,2,0
8,25,2,0
8,26,0,0
8,27,0,0
8,28,2,0
8,29,3,0
8,30,1,0
8,31,0,0
8,32,1,0
8,33,0,1
8,34,0,1
8,35,1,0
8,36,1,0
8,37,0,2
8,38,0,2
8,39,1,0
8,40,1,0
8,41,1,0
8,42,4,0
8,43,1,0
8,44,1,0
8,45,2,0
8,46,0,1
8,47,2,0
8,48,0,0
8,49,1,0
8,50,0,1
8,51,0,0
8,52,0,1
8,53,0,0
8,54,1,0
8,55,2,0
8,56,1,0
8,57,0,0
8,58,1,0
8,59,0,0
8,60,1,0
8,61,3,0
8,62,1,0
8,63,2,0
8,64,2,1
8,65,2,0
8,66,1,0
8,67,0,2
8,68,1,1
8,69,2,0
8,70,0,2
8,71,2,0
8,72,0,2
8,73,3,1
8,74,1,0
8,75,0,0
8,76,2,0
8,77,2,0
8,78,1,0
8,79,1,0
8,80,2,0
8,81,0,0
8,82,1,0
8,83,3,0
8,84,3,0
8,85,1,0
8,86,2,0
8,87,1,0
8,88,0,0
8,89,2,2
8,90,1,2
8,91,0,2
8,92,2,0
8,93,0,0
8,94,1,0
8,95,2,0
8,96,0,1
8,97,2,0
8,98,0,0
8,99,0,1
8,100,1,0
8,101,2,0
8,102,3,0
8,103,1,0
8,104,2,1
8,105,1,0
8,106,1,0
8,107,2,0
8,108,1,0
8,109,0,4
8,110,2,0
8,111,0,0
8,112,1,1
8,113,1,0
8,114,1,0
8,115,0,2
8,116,2,0
8,117,0,1
8,118,2,0
8,119,3,0
8,120,1,0
8,121,1,0
8,122,1,0
8,123,2,2
8,124,0,2
8,125,0,0
8,126,1,0
8,127,1,0
8,128,3,0
8,129,1,0
8,130,1,1
8,131,2,1
8,132,2,0
8,133,0,6
8,134,1,0
8,135,1,0
8,136,1,0
8,137,1,1
8,138,0,2
8,139,1,0
8,140,2,0
8,141,3,1
8,142,2,0
8,143,0,0
8,144,0,5
8,145,2,1
8,146,1,0
8,147,1,0
8,148,2,0
8,149,1,0
8,150,1,0
8,151,1,0
8,152,1,0
8,153,0,0
8,154,0,0
8,155,0,0
8,156,0,1
8,157,0,0
8,158,1,1
8,159,0,0
8,160,1,0
8,161,0,0
8,162,0,0
8,163,0,0
8,164,1,1
8,165,1,0
8,166,1,0
8,167,1,0
8,168,1,0
8,169,0,0
8,170,1,0
8,171,2,0
8,172,0,0
8,173,1,0
8,174,0,1
8,175,0,0
8,176,0,1
8,177,1,1
8,178,1,0
8,179,1,1
8,180,2,0
8,181,0,0
8,182,2,0
8,183,0,0
8,184,1,0
8,185,0,5
8,186,0,4
8,187,0,1
8,188,0,1
8,189,0,2
8,190,0,1
8,191,3,0
8,192,0,2
8,193,1,0
8,194,0,2
8,195,1,1
8,196,1,1
8,197,0,1
8,198,0,1
8,199,0,0
8,200,1,1
9,1,1,0
9,2,0,2
9,3,2,0
9,4,2,0
9,5,2,0
9,6,0,1
9,7,2,0
9,8,2,0
9,9,1,0
9,10,1,1
9,11,1,0
9,12,1,0
9,13,2,0
9,14,1,0
9,15,2,0
9,16,4,0
9,17,0,3
9,18,1,0
9,19,2,0
9,20,0,0
9,21,1,0
9,22,0,0
9,23,2,0
9,24,2,0
9,25,2,0
9,26,1,0
9,27,2,0
9,28,2,0
9,29,3,0
9,30,0,0
9,31,0,1
9,32,1,0
9,33,1,0
9,34,1,0
9,35,1,0
9,36,0,0
9,37,1,0
9,38,0,3
9,39,0,0
9,40,1,0
9,41,1,0
9,42,5,0
9,43,1,0
9,44,1,0
9,45,2,0
9,46,1,0
9,47,1,0
9,48,0,1
9,49,1,0
9,50,0,2
9,51,0,1
9,52,0,2
9,53,0,1
9,54,1,0
9,55,1,0
9,56,1,1
9,57,2,0
9,58,1,0
9,59,0,1
9,60,1,1
9,61,3,1
9,62,0,0
9,63,2,0
9,64,1,1
9,65,1,0
9,66,2,0
9,67,0,3
9,68,1,0
9,69,2,0
9,70,1,0
9,71,1,0
9,72,1,0
9,73,3,0
9,74,0,0
9,75,0,1
9,76,2,0
9,77,2,0
9,78,0,0
9,79,1,0
9,80,1,0
9,81,0,1
9,82,2,0
9,83,4,0
9,84,4,0
9,85,1,0
9,86,2,0
9,87,1,0
9,88,0,0
9,89,2,3
9,90,0,2
9,91,0,3
9,92,2,0
9,93,0,1
9,94,1,0
9,95,2,0
9,96,0,2
9,97,3,0
9,98,1,0
9,99,0,2
9,100,1,0
9,101,1,0
9,102,2,0
9,103,1,0
9,104,2,0
9,105,1,0
9,106,1,0
9,107,2,0
9,108,0,0
9,109,0,5
9,110,1,0
9,111,0,0
9,112,2,0
9,113,1,1
9,114,1,0
9,115,1,0
9,116,1,0
9,117,0,2
9,118,2,0
9,119,3,0
9,120,1,0
9,121,0,0
9,122,1,0
9,123,2,0
9,124,0,3
9,125,0,1
9,126,1,0
9,127,1,0
9,128,3,1
9,129,0,0
9,130,1,0
9,131,1,1
9,132,3,0
9,133,1,0
9,134,1,1
9,135,1,0
9,136,0,0
9,137,2,0
9,138,0,3
9,139,0,0
9,140,2,0
9,141,3,0
9,142,1,0
9,143,1,0
9,144,0,6
